mean,std,rms,kurtosis,skewness,max_freq,mean_freq,peak_psd_freq,mean_psd,file
0.00023416748046875,0.7253603502122639,0.7253603880103097,-1.4189372020312983,-0.0006199428394884899,150.0,280.07000001994516,150.390625,0.0005252587355533203,signal_1.wav
0.0001395721435546875,0.8442757869689503,0.8442757985056919,-1.7079295060467907,-0.0001819875874737393,390.0,427.69776210340575,390.625,0.0007114175005781444,signal_10.wav
-2.44140625e-06,0.8164249216434837,0.816424921647134,-1.6452709555569334,-0.0004106675789608642,440.0,453.3928602420579,439.453125,0.0006652806462706816,signal_2.wav
-6.4105224609375e-05,0.795512853970136,0.7955128565530483,-1.614825109927923,0.00018185328661768891,390.0,434.4390182056134,390.625,0.0006315154751978803,signal_3.wav
0.000195855712890625,0.7818247906990952,0.7818248152311004,-1.5171482445168583,-0.000480894621176756,170.0,438.40668057610264,169.921875,0.0006100072516070493,signal_4.wav
0.0001869903564453125,0.7776418090285648,0.7776418315102476,-1.5155356175968322,-0.00046217383761010814,270.0,441.36619330551076,269.53125,0.0006035971216407224,signal_5.wav
-0.0002046234130859375,0.7387444841771373,0.7387445125162595,-1.4617194512258584,0.00022245689260318662,260.0,416.93562544099785,259.765625,0.0005446794347345628,signal_6.wav
-0.000232769775390625,0.762929795778215,0.7629298312872274,-1.5075552558001675,0.00025745380312710924,220.0,445.35359942871764,220.703125,0.0005810735495754109,signal_7.wav
2.55767822265625e-05,0.8164223678444825,0.8164223682451158,-1.6535214395225992,-0.00021526668217986217,290.0,451.1824083343187,289.0625,0.0006652113821789314,signal_8.wav
-2.82318115234375e-05,0.8017106473488849,0.8017106478459689,-1.6045904569414722,-6.878545360905251e-05,200.0,441.19314011466594,199.21875,0.0006413668243614721,signal_9.wav
